ID,Codigo Equipo,Correlativo Equipo ,Fecha de Mantenimiento,Descripcion de actividad,Preventivo,Taller Externo,Costo ,OT,Modified,CodigoYCorr,Fecha Programado,Ejecutado,Actividades programadas,Created,Compliance Asset Id,Item Type,Path
85,PSVZ.MZS.BCS,3.0,2024-06-20 00:00:00,Mtto incluye cambio de rodamientos y sello.,Si,Si,1115.0,,2024-09-11 09:28:57,PSVZ.MZS.BCS.3,,,,2024-09-11 09:28:56,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
86,PSVZ.MZS.BCS,4.0,2024-09-11 00:00:00,Mtto incluye cambio de sello y rodamiento.,Si,Si,1115.0,,2024-09-11 09:29:23,PSVZ.MZS.BCS.4,,,,2024-09-11 09:29:23,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
87,PSVZ.CTN.BBS,1.0,2023-11-23 00:00:00,"mtto preventivo incluye :

 -Motor maratón XRL USA
-RPM 1780, VOLT 460, 125 HP
-Mantenimiento preventivo y correctivo
-Lavado de estator, secado y barnizado.
-Cambio de baleros
-Fabricación de camisa para baleros por vibración de 
motor.
",Si,Taller Hernandez,5500.0,,2025-06-09 10:51:45,PSVZ.CTN.BBS.1,,,,2024-09-11 09:43:37,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
88,PSVZ.CTN.BBS,2.0,2023-11-23 00:00:00," -Motor maratón XRL USA
-RPM 1780, VOLT 460, 125 HP
-Mantenimiento preventivo y correctivo
-Lavado de estator, secado y barnizado.
-Cambio de baleros
-Fabricación de camisa para baleros por vibración de 
motor.",Si,Si,2250.0,,2024-09-11 10:08:50,PSVZ.CTN.BBS.2,,,,2024-09-11 10:08:49,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
89,PDO.AEC.SCF,1.0,2024-06-14 00:00:00,DATOS SEGUN CONTRATO,Si,Si,,,2024-09-12 07:25:26,PDO.AEC.SCF.1,,,,2024-09-12 07:25:24,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
90,PDO.AEC.SCF,2.0,2024-06-14 00:00:00,DATOS SEGUN CONTRATO,Si,Si,,,2024-09-12 07:28:25,PDO.AEC.SCF.2,,,,2024-09-12 07:28:25,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
91,PTAR2.DOC.CTR,1.0,2024-06-10 00:00:00,mtto preventivo de acuerdo a contrato ,Si,Si,,,2024-09-12 12:26:05,PTAR2.DOC.CTR.1,,,,2024-09-12 12:25:33,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
92,PTAR2.DOC.SCF,1.0,2024-09-12 00:00:00,mtto segun contrato ,Si,Si,,,2024-09-12 12:28:49,PTAR2.DOC.SCF.1,,,,2024-09-12 12:28:49,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
93,PTAR2.RL.RASP,1.0,2023-09-27 00:00:00,"Mantenimiento de bomba RAS(30HP)
-Cambio de baleros 
-Rectificado de tapaderas de motor
-lavado con solvente y pintura dieléctrica de bobina
-Pintura general catalizada",Si,Si,,,2024-09-12 13:00:40,PTAR2.RL.RASP.1,,,,2024-09-12 13:00:40,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
94,PTAR2.RL.RASP,2.0,2023-09-27 00:00:00,"Mantenimiento de bomba RAS(30HP)
-Cambio de baleros 
-Rectificado de tapaderas de motor
-lavado con solvente y pintura dieléctrica de bobina
-Pintura general catalizada",Si,Si,,,2024-09-12 13:01:06,PTAR2.RL.RASP.2,,,,2024-09-12 13:01:06,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
95,PTAR2.DOC.MTL,1.0,2024-09-12 00:00:00,"Mantenimiento mixer de tanque de lodos
-Cambio de baleros y empaques
-Lavado con solvente dieléctrico
-Pintura catalizada
-Montaje y desmontaje",Si,Si,1400.0,,2024-09-12 13:03:58,PTAR2.DOC.MTL.1,,,,2024-09-12 13:03:57,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
96,PCLD.GDV.TCDL,1.0,2023-12-18 00:00:00,"Mantenimiento general de Caldera Dual de 500 BHP. #1.
NRMT: 0512.
Modelo: CB-600-500-150.
Serial. L-89643.

Limpieza de lado de fuego
Limpieza de lado de agua 
Cambio de empaquetadura lado fuego
Cambio de empaquetadura lado de aguas.
Prueba hidrostaticas a 150 psi.
Revicion de sistema de combustible F.O.
Revición de ckt y elemetos electricos.

Costo por Servicio bajo convenio con proveedor.",Si,Si,,,2024-09-13 10:23:07,PCLD.GDV.TCDL.1,,,,2024-09-13 10:23:05,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
97,PCLD.GDV.TCDL,2.0,2023-12-18 00:00:00,"Mantenimiento general de Caldera Dual de 600 BHP. #2.
NRMT: 0513.
Modelo: WB-A2-3P
Serial. 17900P-WB00-01

Limpieza de lado de fuego
Limpieza de lado de agua 
Cambio de empaquetadura lado fuego
Cambio de empaquetadura lado de aguas.
Prueba hidrostaticas a 150 psi.
Revicion de sistema de combustible F.O.
Revición de ckt y elemetos electricos.

Costo por Servicio bajo convenio con proveedor.",Si,Si,,,2024-09-13 12:02:26,PCLD.GDV.TCDL.2,,,,2024-09-13 12:02:25,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
98,PCLD.GDV.TCDL,3.0,2023-12-18 00:00:00,"Mantenimiento general de Caldera Dual de 800 BHP. #3.
NRMT: 0702.
Modelo: CB-600-800-150.
Serial. OL-104266

Limpieza de lado de fuego
Limpieza de lado de agua 
Cambio de empaquetadura lado fuego
Cambio de empaquetadura lado de aguas.
Prueba hidrostaticas a 150 psi.
Revicion de sistema de combustible F.O.
Revición de ckt y elemetos electricos.

Costo por Servicio bajo convenio con proveedor.
",Si,Si,,,2024-09-13 14:50:52,PCLD.GDV.TCDL.3,,,,2024-09-13 14:37:23,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
99,PCLD.GDV.TCDL,4.0,2023-12-18 00:00:00,"Mantenimiento general de Caldera de 800 BHP. #4
NRMT: 0729.
Modelo: CB-600-800-150.
Serial. OL-104265.

Limpieza de lado de fuego
Limpieza de lado de agua 
Cambio de empaquetadura lado fuego
Cambio de empaquetadura lado de aguas.
Prueba hidrostaticas a 150 psi.
Revicion de sistema de combustible F.O.
Revición de ckt y elemetos electricos.

Costo por Servicio bajo convenio con proveedor.
",Si,Si,,,2024-09-13 16:16:56,PCLD.GDV.TCDL.4,,,,2024-09-13 14:42:51,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
100,PCLD.GDV.TCDL,5.0,2023-12-18 00:00:00,"Mantenimiento general de Caldera de 800 BHP. #5.
NRMT: 0728.
Modelo: CB-600-800-150.
Serial. L-104480.

Limpieza de lado de fuego
Limpieza de lado de agua 
Cambio de empaquetadura lado fuego
Cambio de empaquetadura lado de aguas.
Prueba hidrostática a 150 psi.
Revision de sistema de combustible F.O.
Revición de ckt y elemetos electricos.

Costo por Servicio bajo convenio con proveedor.
",Si,Si,,,2024-09-13 16:15:40,PCLD.GDV.TCDL.5,,,,2024-09-13 14:48:04,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
101,PCLD.GDV.TCDL,1.0,2024-01-08 00:00:00,"Peritaje en Frio de Caldera Dual de 500 BHP. #1.
NRMT: 0512.
Modelo: CB-600-500-150.
Serial. L-89643.

Prueba hidrostatica 150 psi.
Pruebas de valvulas de seguridad .
Incrustacion, Corrosionen el cuerpo.
Revicion de columna de agua.
Condicion de reguistros (Tortugas etc.).
Esatado de tubo de calefaccion.
Estado placa cuerpo.
Estado de Compuertas.
Estados de Refactarios.
Estado de limpieza de caldera.
Estado de soporteria y Base.

Costo por Servicio bajo convenio con proveedor.
",Si,Si,,,2024-09-13 16:09:27,PCLD.GDV.TCDL.1,,,,2024-09-13 16:09:25,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
102,PCLD.GDV.TCDL,2.0,2024-01-08 00:00:00,"Peritaje en Frio de Caldera Dual de 600 BHP. #2.
NRMT: 0513.
Modelo: WB-A2-3P.
Serial. 17900P-WB00-01

Prueba hidrostatica 150 psi.
Pruebas de valvulas de seguridad .
Incrustacion, Corrosionen el cuerpo.
Revicion de columna de agua.
Condicion de reguistros (Tortugas etc.).
Esatado de tubo de calefaccion.
Estado placa cuerpo.
Estado de Compuertas.
Estados de Refactarios.
Estado de limpieza de caldera.
Estado de soporteria y Base.

Costo por Servicio bajo convenio con proveedor.
",Si,Si,,,2024-09-13 16:12:28,PCLD.GDV.TCDL.2,,,,2024-09-13 16:12:26,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
103,PCLD.GDV.TCDL,3.0,2024-01-08 00:00:00,"Peritaje en Frio de Caldera Dual de 800 BHP. #3.
NRMT: 0702.
Modelo: CB-600-800-150.
Serial. OL-104266

Prueba hidrostatica 150 psi.
Pruebas de valvulas de seguridad .
Incrustacion, Corrosionen el cuerpo.
Revicion de columna de agua.
Condicion de reguistros (Tortugas etc.).
Esatado de tubo de calefaccion.
Estado placa cuerpo.
Estado de Compuertas.
Estados de Refactarios.
Estado de limpieza de caldera.
Estado de soporteria y Base.

Costo por Servicio bajo convenio con proveedor.
",Si,Si,,,2024-09-13 16:14:18,PCLD.GDV.TCDL.3,,,,2024-09-13 16:14:18,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
104,PCLD.GDV.TCDL,4.0,2024-01-08 00:00:00,"Peritaje en Frio de Caldera de 800 BHP. #4.
NRMT: 0729
Modelo: CB-600-800-150.
Serial. L-104265

Prueba hidrostatica 150 psi.
Pruebas de valvulas de seguridad .
Incrustacion, Corrosionen el cuerpo.
Revicion de columna de agua.
Condicion de reguistros (Tortugas etc.).
Esatado de tubo de calefaccion.
Estado placa cuerpo.
Estado de Compuertas.
Estados de Refactarios.
Estado de limpieza de caldera.
Estado de soporteria y Base.

Costo por Servicio bajo convenio con proveedor.
",Si,Si,,,2024-09-13 16:22:21,PCLD.GDV.TCDL.4,,,,2024-09-13 16:20:47,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
105,PCLD.GDV.TCDL,5.0,2024-01-08 00:00:00,"Peritaje en Frio de Caldera de 800 BHP. #5.
NRMT: 0728.
Modelo: CB-600-500-150.
Serial. L-104480.

Prueba hidrostática 150 psi.
Pruebas de válvulas de seguridad .
Incrustación, Corrosion el cuerpo.
Revision de columna de agua.
Condicion de reguistros (Tortugas etc.).
Esatado de tubo de calefaccion.
Estado placa cuerpo.
Estado de Compuertas.
Estados de Refactarios.
Estado de limpieza de caldera.
Estado de soportaría y Base.

Costo por Servicio bajo convenio con proveedor.
",Si,Si,,,2024-09-13 16:23:15,PCLD.GDV.TCDL.5,,,,2024-09-13 16:21:53,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
106,SCI.CBCI.BCI,1.0,2024-09-19 00:00:00,Mtto preventivo de motor 1 sistema contra incendios. costo segun cotizacion. ,Si,Si,1300.0,,2024-09-19 12:24:24,SCI.CBCI.BCI.1,,,,2024-09-19 12:24:23,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
107,PTAR1.AA.AE,11.0,2024-09-30 00:00:00,Aerador 11 regreso de mtto y se monto 24 de septiembre de 2024. el mtto fue unicamente preventivo y esta ubicado en posicion numero 3 fase de aereacion 1 planta 1.  SE DEJO TRABAJANDO CON APROBACIO DE PROVEEDOR YA QUE SE IDENTIFICARON PROBLEMAS EN  EL MOVIMIENTO DE CAJA REDUCTORA. EL PROVEEDOR SE HARA RESPONSABLE POR DAÑOS EN OPERACION ,Si,Si,,,2024-09-30 12:42:55,PTAR1.AA.AE.11,,,,2024-09-30 12:42:55,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
108,PTAR1.AA.AE,6.0,2024-09-30 00:00:00,"AERADOR 6 SE MONTO EL 24 DE SEPTIEMBRE DE 2024. ADEMAS DEL MTTO PREVENTIVO, TAMBIEN SE FABRICO PIÑON DE CAJA REDUCTORA. EQUIPO #6 ESTA MONTADO EN POSICION #6 FASE 2 PLANTA 1",Si,Si,,,2024-09-30 13:17:30,PTAR1.AA.AE.6,,,,2024-09-30 13:17:30,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
109,PTAR2.AA.MI,3.0,2022-12-27 00:00:00,"Mtto preventivo de motor  7hp, incluye combio de rodamientos y revision de parametros electricos de motor.",Si,Si,,,2024-10-03 15:01:57,PTAR2.AA.MI.3,,,,2024-10-03 15:01:20,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
110,PTAR2.AA.MI,3.0,2024-10-03 00:00:00,Con personal de planta de tratamiento se le cambio cable alimentador de energia a mixer 3. ,Si,No,,,2024-10-03 15:03:05,PTAR2.AA.MI.3,,,,2024-10-03 15:03:05,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
111,PDO.ADO.BBI,1.0,2024-10-15 00:00:00,"Mantenimiento preventivo y correctivo de,Motor y bomba 25 HP de área de ozono
Motor de 25 HP
Desmontaje y montaje de equipo
Cambio de baleros
Revisión de ajuste de baleros y rectificado
si se necesita
Limpieza y pintura catalizada
Bomba Gorman Rupp Pumps Serie U
Desmontaje y montaje de equipo
Cambio de baleros y retenedores
Revisión de ajuste de baleros y retenedor
y rectificado si se necesita
Cambio de aceite en la bomba
Revisión de pista de sello mecánico
Limpieza y pintura catalizada",Si,Si,1325.0,,2024-10-15 07:05:35,PDO.ADO.BBI.1,,,,2024-10-15 07:05:34,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
112,PDO.ADO.BBI,2.0,2024-10-15 00:00:00,"Mantenimiento preventivo y correctivo de,Motor y bomba 25 HP de área de ozono
Motor de 25 HP
Desmontaje y montaje de equipo
Cambio de baleros
Revisión de ajuste de baleros y rectificado
si se necesita
Limpieza y pintura catalizada
Bomba Gorman Rupp Pumps Serie U
Desmontaje y montaje de equipo
Cambio de baleros y retenedores
Revisión de ajuste de baleros y retenedor
y rectificado si se necesita
Cambio de aceite en la bomba
Revisión de pista de sello mecánico
Limpieza y pintura catalizada",Si,Si,1325.0,,2024-10-15 07:06:02,PDO.ADO.BBI.2,,,,2024-10-15 07:06:02,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
113,PDO.ADO.BBI,3.0,2024-10-15 00:00:00,"Mantenimiento preventivo y correctivo de,Motor y bomba 25 HP de área de ozono
Motor de 25 HP
Desmontaje y montaje de equipo
Cambio de baleros
Revisión de ajuste de baleros y rectificado
si se necesita
Limpieza y pintura catalizada
Bomba Gorman Rupp Pumps Serie U
Desmontaje y montaje de equipo
Cambio de baleros y retenedores
Revisión de ajuste de baleros y retenedor
y rectificado si se necesita
Cambio de aceite en la bomba
Revisión de pista de sello mecánico
Limpieza y pintura catalizada",Si,Si,1325.0,,2024-10-15 07:06:24,PDO.ADO.BBI.3,,,,2024-10-15 07:06:23,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
114,PDO.ADO.BBI,1.0,2024-09-13 00:00:00,"Se realizo mtto segun cotizado, se monto y la bomba trabajo sin problemas. aclarar que no se cambio sello. ",Si,Si,1325.0,,2024-10-15 07:12:54,PDO.ADO.BBI.1,,,,2024-10-15 07:12:11,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
115,PDO.ADO.BBI,2.0,2024-09-06 00:00:00,Se realizo mtto preventivo de  acuerdo a lo cotizado.,Si,Si,1325.0,,2024-10-15 07:18:20,PDO.ADO.BBI.2,,,,2024-10-15 07:18:20,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
116,PDO.ADO.BBI,2.0,2024-10-01 00:00:00,"se desmonto bobma por fuga de aceite, se hizo la ejecucion de la garantia ya que habia sido recibida de mtto ",No,Si,0.0,,2024-10-15 07:19:26,PDO.ADO.BBI.2,,,,2024-10-15 07:19:26,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
117,PTAR2.DOC.ESL,1.0,2023-12-27 00:00:00,"Mantenimiento caja reductora, motor, ademas de mantenimiento de piñon o corona de transmision, cambio de rodamiento(tipo esferas) dañados. limpieza  restauracion de puente removedor. ",Si,Si,,,2024-11-05 05:01:12,PTAR2.DOC.ESL.1,,,,2024-11-05 05:01:12,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
118,PTAR1.AA.AE,11.0,2024-10-01 00:00:00,Se desmoto aerador el 1 de octubre de 2024 para corregir falla en alineamiento de caja y motor. producido por lo el desajusto en el aprete del flange de punta grande. ,No,Si,0.0,,2024-11-05 05:59:00,PTAR1.AA.AE.11,,,,2024-11-05 05:59:00,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
119,PTAR1.AA.AE,14.0,2024-08-07 00:00:00,Se monto AE 14 en posicion 1 se monto el 7 de agosto de 2024. ,Si,Si,0.0,,2024-11-05 06:27:47,PTAR1.AA.AE.14,,,,2024-11-05 06:27:47,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
120,SCI.CBCI.BCI,2.0,2024-12-03 00:00:00,"Mantenimiento preventivo motor 2, incluye inspeccion de parametros electricos. ",Si,Si,1300.0,,2024-12-06 10:44:51,SCI.CBCI.BCI.2,,,,2024-12-06 10:44:51,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
121,PTAR1.AA.AE,6.0,2025-01-09 00:00:00,Equipo 6 posicion 6 se realizo reclamo por garantia al proveedor debido a fuga de aceite en eje de punta grande. al montento de la inspeccion se destapo la caja reductora y se encontro piñon dañado. este piñon fue el fabricado en el mtto anterior. la fecha anterior de montaje fue el 24 de septiembre. por lo que se hizo el reclamo por garantia. ,No,SIMD,10705.0,,2025-06-04 15:41:44,PTAR1.AA.AE.6,,,,2025-01-09 06:42:46,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
122,PTAR1.AA.AE,14.0,2025-01-09 00:00:00,El dia 6 de enero de 2025 en la inspeccion rutinaria de equipos de planta de tratamiento. se encontro que el buje de bronce se habia aflojado  provcando que la punta grande se saliera de su eje. el proveedor se hara responble por garantia de la reparacion.  el proveedor es taller solme. ,No,Si,0.0,,2025-06-04 08:16:28,PTAR1.AA.AE.14,,,,2025-01-09 07:12:37,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
123,PTAR1.AA.AE,1.0,2025-01-09 00:00:00,EDITequipo habia sido montado en diciembre de 2023. se  saco en octubre 2024.  por quebradura de flange de punta grande. el equipo en su momento fue trabajado por simd. se esta a la espera de cotizacion para la reparacion. ,Si,Si,,,2025-02-27 12:39:16,PTAR1.AA.AE.1,,,,2025-01-09 07:24:36,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
124,PTAR1.AA.AE,9.0,2025-01-09 00:00:00,equipo se saco noviembre por fallos en buje de bronce desacoplado. sin embargo al momento de sacarlo se encontro flange quebrado. ademas el proveedor se lo llevo para revision en taller. ,No,SIMD,6995.0,,2025-06-04 08:23:46,PTAR1.AA.AE.9,,,,2025-01-09 08:05:45,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
125,PCLD.GDV.TCDL,1.0,2024-12-17 00:00:00,"Mantenimiento General.
Caldera Dual de 500 BHP. #1.
NRMT: 0512.
Modelo: CB-600-500-150.
Serial. L-89643.

Mantenimiento anual de caldera:
Lavado de lado de fuego.
lavado de lado de agua.
Cambio de fibre ceramica de compuerta intermedia.
Resane de refrectario de compuerta de trasera.
Resane de Horno.
Limpieza de Caja de viscosidad.
Cambio de empaquetadura lado de fuego.
Cambio de empaquetadura lado de agua.
Limpieza de Calentador combustible lado de Vapor.
Limpieza de Calentador combustible lado de Electrico.
Limpieza de sensor de nivel de operacion de la caldera.
Limpieza de electrodo de nivel bajo.
Limpieza de quemador de combustible
limpieza de paneles electricos.
Prueba hidrostatica 150 PSI.
Cierra y puesta en marcha de caldera

",Si,Si,,,2025-02-10 11:24:56,PCLD.GDV.TCDL.1,,,,2025-01-22 07:12:06,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
126,PCLD.GDV.TCDL,2.0,2024-12-17 00:00:00,"Mantenimiento General
Caldera Dual de 600 BHP. #2.
NRMT: 0513.
Modelo: WB-A2-3P.
Serial. 17900P-WB00-01

Mantenimiento anual de caldera:
Lavado de lado de fuego.
lavado de lado de agua.
Resane de Horno.
Cambio de empaquetadura lado de fuego.
Cambio de empaquetadura lado de agua.
Limpieza de Calentador combustible lado de Vapor.
Limpieza de Calentador combustible lado de Electrico.
Limpieza de sensor de nivel de operacion de la caldera.
Limpieza de electrodo de nivel bajo.
Limpieza de quemador de combustible
limpieza de paneles electricos.
Prueba hidrostatica 150 PSI.
Cierra y puesta en marcha de caldera
",Si,Si,,,2025-02-10 11:26:03,PCLD.GDV.TCDL.2,,,,2025-01-22 07:17:59,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
127,PCLD.GDV.TCDL,3.0,2024-12-17 00:00:00,"Mantenimiento General.
Caldera Dual de 800 BHP. #3.
NRMT: 0702.
Modelo: CB-600-800-150.
Serial. OL-104266

Mantenimiento anual de caldera:
Lavado de lado de fuego.
lavado de lado de agua.
Cambio de fibre ceramica de compuerta intermedia.
Resane de refrectario de compuerta de trasera.
Resane de Horno.
Limpieza de Caja de viscosidad.
Cambio de empaquetadura lado de fuego.
Cambio de empaquetadura lado de agua.
Limpieza de Calentador combustible lado de Vapor.
Limpieza de Calentador combustible lado de Electrico.
Limpieza de sensor de nivel de operacion de la caldera.
Limpieza de electrodo de nivel bajo.
Limpieza de quemador de combustible
limpieza de paneles electricos.
Prueba hidrostatica 150 PSI.
Cierra y puesta en marcha de caldera
",Si,Si,,,2025-02-10 11:27:29,PCLD.GDV.TCDL.3,,,,2025-01-22 07:19:19,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
128,PCLD.GDV.TCDL,4.0,2024-12-17 00:00:00,"Mantenimiento General.
Caldera de 800 BHP. #4.
NRMT: 0729
Modelo: CB-600-800-150.
Serial. L-104265

Mantenimiento anual de caldera:
Lavado de lado de fuego.
lavado de lado de agua.
Cambio de fibre ceramica de compuerta intermedia.
Resane de refrectario de compuerta de trasera.
Resane de Horno.
Limpieza de Caja de viscosidad.
Cambio de empaquetadura lado de fuego.
Cambio de empaquetadura lado de agua.
Limpieza de Calentador combustible lado de Vapor.
Limpieza de Calentador combustible lado de Electrico.
Limpieza de sensor de nivel de operacion de la caldera.
Limpieza de electrodo de nivel bajo.
Limpieza de quemador de combustible
limpieza de paneles electricos.
Prueba hidrostatica 150 PSI.
Cierra y puesta en marcha de caldera
",Si,Si,,,2025-02-10 11:28:15,PCLD.GDV.TCDL.4,,,,2025-01-22 07:20:54,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
129,PCLD.GDV.TCDL,5.0,2024-12-17 00:00:00,"Mantenimiento General.
Caldera de 800 BHP. #5.
NRMT: 0728.
Modelo: CB-600-500-150.
Serial. L-104480.

Mantenimiento anual de caldera:
Lavado de lado de fuego.
lavado de lado de agua.
Cambio de fibra cerámica de compuerta intermedia.
Resane de refractario de compuerta de trasera.
Resane de Horno.
Limpieza de Caja de viscosidad.
Cambio de empaquetadura lado de fuego.
Cambio de empaquetadura lado de agua.
Limpieza de Calentador combustible lado de Vapor.
Limpieza de Calentador combustible lado de eléctrico.
Limpieza de sensor de nivel de operación de la caldera.
Limpieza de electrodo de nivel bajo.
Limpieza de quemador de combustible
limpieza de paneles eléctricos.
Prueba hidrostática 150 PSI.
Cierra y puesta en marcha de caldera
",Si,Si,,,2025-02-10 11:44:15,PCLD.GDV.TCDL.5,,,,2025-01-22 07:24:14,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
130,PCLD.GLP.VAP,1.0,2024-12-23 00:00:00,"Mantenimiento de Unidades de vaporización de GLP, perteneciente a Tropigas de El Salvador.",Si,Si,,,2025-01-22 07:34:37,PCLD.GLP.VAP.1,,,,2025-01-22 07:26:44,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
131,PCLD.GLP.VAP,1.0,2025-01-06 00:00:00,"Corrección de fallas de unidades vaporizadores de GLP, el cual por mala manipulación en el momento de realizar el cambio de uso de tanque LP, se cerró válvula de flujo, el cual produjo que la tubería se congelara así como las unidades vaporadoras.",No,Si,,,2025-01-22 07:33:49,PCLD.GLP.VAP.1,,,,2025-01-22 07:33:48,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
132,PCLD.GLP.TAN,1.0,2024-12-23 00:00:00,"Mantenimiento e inspección de tanque de LP perteneciente de Tropigas de El Salvador.
",Si,Si,,,2025-01-22 07:36:29,PCLD.GLP.TAN.1,,,,2025-01-22 07:36:07,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
133,PCLD.GDV.TCDL,1.0,2025-01-10 00:00:00,"Reporte gases ambientales de caldera 1
Caldera Dual de 500 BHP. #1.
NRMT: 0512.
Modelo: CB-600-500-150.
Serial. L-89643.

",Si,Si,,,2025-01-22 13:44:43,PCLD.GDV.TCDL.1,,,,2025-01-22 13:44:42,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
134,PCLD.GDV.TCDL,3.0,2025-01-10 00:00:00,"Reporte de Gases Ambientales de #3
Caldera Dual de 800 BHP. #3.
NRMT: 0702.
Modelo: CB-600-800-150.
Serial. OL-104266",Si,Si,,,2025-01-22 13:50:10,PCLD.GDV.TCDL.3,,,,2025-01-22 13:50:09,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
135,PCLD.GDV.TCDL,4.0,2025-01-10 00:00:00,"Reporte de Gases ambientales 
Caldera de 800 BHP. #4.
NRMT: 0729
Modelo: CB-600-800-150.
Serial. L-104265

",Si,Si,,,2025-01-22 13:51:46,PCLD.GDV.TCDL.4,,,,2025-01-22 13:51:43,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
136,PCLD.GDV.TCDL,1.0,2025-01-10 00:00:00,"Reporte de Particulas Totales Suspendica (PTS) de caldera 1, 3, 4 . 
Enero 2025.

Caldera Dual de 500 BHP. #1.
NRMT: 0512.
Modelo: CB-600-500-150.
Serial. L-89643.

Caldera Dual de 800 BHP. #3.
NRMT: 0702.
Modelo: CB-600-800-150.
Serial. OL-104266

Caldera de 800 BHP. #4.
NRMT: 0729
Modelo: CB-600-800-150.
Serial. L-104265


",Si,Si,,,2025-11-01 13:43:39,PCLD.GDV.TCDL.1,,,,2025-01-22 13:57:10,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
137,PCLD.GLP.TAN,1.0,2025-01-29 00:00:00,"Tropiga de El Salvador llevo a cabo la instalación de una barda para delimitacion de taque trampa de liquido, asi como la rotulacion de Valvulas de entrada y salida de tanque de LP 10,500 Galones, 14,000 Galones.",No,Si,,,2025-01-30 06:37:33,PCLD.GLP.TAN.1,,,,2025-01-30 06:37:30,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
138,PTAR1.DOC.CLR,1.0,2024-12-30 00:00:00,"Mantenimiento preventivo y correctivo de clarificador  1, inlcuye cambio de rodamientos y sellos de caja reductora . ademas de baleros de puente. Tambien se cambiaron las esferas de la caja reductora central. Ademas se realizo la limpieza interior y sustitucion de rodos de puente. ",Si,SIMD,17790.0,,2025-06-04 15:52:34,PTAR1.DOC.CLR.1,,,,2025-02-03 11:24:24,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
